,genre,artist,song,lyrics
1121,Christian,Michael W. Smith,Above A,Thank you Jesus
1122,Christian,Michael W. Smith,Above A,Hallelujah
1124,Christian,Casting Crowns,Voice of Tru,Oh what I would do to have
1125,Christian,Casting Crowns,Voice of Tru,The kind of faith it takes
1126,Christian,Casting Crowns,Voice of Tru,To climb out of this boat I'm in
1128,Christian,Casting Crowns,Voice of Tru,Onto the crashing waves
1129,Christian,Casting Crowns,Voice of Tru,To step out of my comfort zone
1130,Christian,Casting Crowns,Voice of Tru,Into the realm of the unknown where Jesus is
1132,Christian,Casting Crowns,Voice of Tru,And He's holding out His hand
1133,Christian,Casting Crowns,Voice of Tru,But the waves are calling out my name
1134,Christian,Casting Crowns,Voice of Tru,And they laugh at me
1135,Christian,Casting Crowns,Voice of Tru,Reminding me of all the times
1136,Christian,Casting Crowns,Voice of Tru,I've tried before and failed
1138,Christian,Casting Crowns,Voice of Tru,The waves they keep on telling me
1139,Christian,Casting Crowns,Voice of Tru,"Time and time again. ""Boy, you'll never win!"""
1140,Christian,Casting Crowns,Voice of Tru,"""You'll never win!"""
1141,Christian,Casting Crowns,Voice of Tru,But the Voice of Truth tells me a different story
1142,Christian,Casting Crowns,Voice of Tru,"The Voice of Truth says, ""Do not be afraid!"""
1143,Christian,Casting Crowns,Voice of Tru,"And the Voice of Truth says, ""This is for My glory"""
1145,Christian,Casting Crowns,Voice of Tru,Out of all the voices calling out to me
1146,Christian,Casting Crowns,Voice of Tru,I will choose to listen and believe the Voice of Truth
1147,Christian,Casting Crowns,Voice of Tru,Oh what I would do to have
1148,Christian,Casting Crowns,Voice of Tru,The kind of strength it takes
1149,Christian,Casting Crowns,Voice of Tru,to stand before a giant
1150,Christian,Casting Crowns,Voice of Tru,With just a sling and a stone
1152,Christian,Casting Crowns,Voice of Tru,Surrounded by the sound of a thousand warriors
1153,Christian,Casting Crowns,Voice of Tru,Shaking in their armor
1154,Christian,Casting Crowns,Voice of Tru,Wishing they'd have had the strength to stand
1155,Christian,Casting Crowns,Voice of Tru,But the giant's calling out my name
1156,Christian,Casting Crowns,Voice of Tru,And he laughs at me
1158,Christian,Casting Crowns,Voice of Tru,Reminding me of all the times
1159,Christian,Casting Crowns,Voice of Tru,I've tried before and failed
1160,Christian,Casting Crowns,Voice of Tru,The giant keeps on telling me
1161,Christian,Casting Crowns,Voice of Tru,"Time and time again. ""Boy you'll never win!"""
1162,Christian,Casting Crowns,Voice of Tru,"""You'll never win!"""
1163,Christian,Casting Crowns,Voice of Tru,But the Voice of Truth tells me a different story
1165,Christian,Casting Crowns,Voice of Tru,"The Voice of Truth says, ""Do not be afraid!"""
1166,Christian,Casting Crowns,Voice of Tru,"And the Voice of Truth says, ""This is for My glory"""
1167,Christian,Casting Crowns,Voice of Tru,Out of all the voices calling out to me
1168,Christian,Casting Crowns,Voice of Tru,I will choose to listen and believe the Voice of Truth
1169,Christian,Casting Crowns,Voice of Tru,But the stone was just the right size
1170,Christian,Casting Crowns,Voice of Tru,To put the giant on the ground
1171,Christian,Casting Crowns,Voice of Tru,And the waves they don't seem so high
1173,Christian,Casting Crowns,Voice of Tru,On top of them lookin' down
1174,Christian,Casting Crowns,Voice of Tru,I will soar with the wings of eagles
1175,Christian,Casting Crowns,Voice of Tru,When I stop and listen to the sound of Jesus
1176,Christian,Casting Crowns,Voice of Tru,Singing over me
1177,Christian,Casting Crowns,Voice of Tru,But the Voice of Truth tells me a different story
1178,Christian,Casting Crowns,Voice of Tru,"The Voice of Truth says, ""Do not be afraid!"""
1179,Christian,Casting Crowns,Voice of Tru,"And the Voice of Truth says, ""This is for My glory"""
1180,Christian,Casting Crowns,Voice of Tru,Out of all the voices calling out to me (calling out to me)
1181,Christian,Casting Crowns,Voice of Tru,I will choose to listen and believe-
1182,Christian,Casting Crowns,Voice of Tru,I will choose to listen and believe the Voice of Truth
1183,Christian,Casting Crowns,Voice of Tru,I will listen and believe
1184,Christian,Casting Crowns,Voice of Tru,I will listen and believe the Voice of truth
1185,Christian,Casting Crowns,Voice of Tru,I will listen and believe
1186,Christian,Casting Crowns,Voice of Tru,Cause Jesus you are the voice of truth
1187,Christian,Casting Crowns,Voice of Tru,"And I will listen to you, you are-"
1189,Christian,The Katinas,Thank Y,Just a little while longer I wanna pray
1190,Christian,The Katinas,Thank Y,Can't get You off my mind so I came to say
1191,Christian,The Katinas,Thank Y,"Thank You Lord, just for loving me, alright"
1192,Christian,The Katinas,Thank Y,Many times I do forget
1193,Christian,The Katinas,Thank Y,Every need that You have met
1194,Christian,The Katinas,Thank Y,"Oh thank You Lord, I know You're showing me"
1196,Christian,The Katinas,Thank Y,"You are there when I am down and out, You're holding me"
1197,Christian,The Katinas,Thank Y,"Your love is so amazing, oh it changed me"
1199,Christian,The Katinas,Thank Y,Here I am with all I have
1200,Christian,The Katinas,Thank Y,Raise my hands to worship You
1201,Christian,The Katinas,Thank Y,"I wanna say thank You, oh thank You"
1202,Christian,The Katinas,Thank Y,"For everything, for who You are"
1203,Christian,The Katinas,Thank Y,You cover me and touch my heart
1204,Christian,The Katinas,Thank Y,I wanna say thank You
1206,Christian,The Katinas,Thank Y,I could have died in my sin but You saved me
1207,Christian,The Katinas,Thank Y,Didn't have any hope at all
1208,Christian,The Katinas,Thank Y,"You gave me peace divine, strength to carry on, alright"
1209,Christian,The Katinas,Thank Y,I should have been the one to pay
1210,Christian,The Katinas,Thank Y,But instead You took my place
1211,Christian,The Katinas,Thank Y,"Amazing grace, it's more than just a song"
1213,Christian,The Katinas,Thank Y,Even though I don't deserve Your love for me
1214,Christian,The Katinas,Thank Y,You look beyond my fault and You showed me mercy
1216,Christian,The Katinas,Thank Y,Here I am with all I have
1217,Christian,The Katinas,Thank Y,Raise my hands to worship You
1218,Christian,The Katinas,Thank Y,"I wanna say thank You, oh thank You"
1219,Christian,The Katinas,Thank Y,"For everything, for who You are"
1220,Christian,The Katinas,Thank Y,You cover me and touch my heart
1221,Christian,The Katinas,Thank Y,I wanna say thank You
1223,Christian,The Katinas,Thank Y,I wanna say thank You for the sun
1224,Christian,The Katinas,Thank Y,Lord we thank You for the rain
1226,Christian,The Katinas,Thank Y,Oh Lord I love You
1227,Christian,The Katinas,Thank Y,"Thank You, that's all that I can say"
1228,Christian,The Katinas,Thank Y,Thank You for the love You gave
1230,Christian,The Katinas,Thank Y,Here I am with all I have
1231,Christian,The Katinas,Thank Y,Raise my hands to worship You
1232,Christian,The Katinas,Thank Y,"I wanna say thank You, oh thank You"
1233,Christian,The Katinas,Thank Y,"For everything, for who You are"
1234,Christian,The Katinas,Thank Y,You cover me and touch my heart
1235,Christian,The Katinas,Thank Y,"I wanna say thank You, thank You"
1236,Christian,The Katinas,Thank Y,"I wanna say thank You, thank You"
1237,Christian,The Katinas,Thank Y,I wanna say thank You
1239,Christian,The Katinas,Thank Y,I wanna say thank You
1240,Christian,The Katinas,Thank Y,I wanna say thank You
1242,Christian,Tenth Avenue North,Hold My Hea,"How long must I pray, must I pray to You"
1243,Christian,Tenth Avenue North,Hold My Hea,"How long must I wait, must I wait for You"
1244,Christian,Tenth Avenue North,Hold My Hea,How long 'till I see Your face
1245,Christian,Tenth Avenue North,Hold My Hea,See You shining through
1247,Christian,Tenth Avenue North,Hold My Hea,I'm on my knees
1248,Christian,Tenth Avenue North,Hold My Hea,Begging You to notice me
1249,Christian,Tenth Avenue North,Hold My Hea,I'm on my knees
1250,Christian,Tenth Avenue North,Hold My Hea,"Father, will You turn to me, yeah?"
1252,Christian,Tenth Avenue North,Hold My Hea,One tear in the dropping rain
1253,Christian,Tenth Avenue North,Hold My Hea,One voice in a sea of pain
1254,Christian,Tenth Avenue North,Hold My Hea,Could the Maker of the stars
1255,Christian,Tenth Avenue North,Hold My Hea,Hear the sound of my breaking heart?
1257,Christian,Tenth Avenue North,Hold My Hea,One life is all I am
1258,Christian,Tenth Avenue North,Hold My Hea,Right now I can barely stand
1259,Christian,Tenth Avenue North,Hold My Hea,If You're everything You say You are
1260,Christian,Tenth Avenue North,Hold My Hea,Would You come close and hold my heart?
1262,Christian,Tenth Avenue North,Hold My Hea,"I've been so afraid, afraid to close my eyes"
1263,Christian,Tenth Avenue North,Hold My Hea,So much can slip away before I say goodbye
1264,Christian,Tenth Avenue North,Hold My Hea,But if there's no other way
1265,Christian,Tenth Avenue North,Hold My Hea,I'm done asking why
1267,Christian,Tenth Avenue North,Hold My Hea,'Cause I'm on my knees
1268,Christian,Tenth Avenue North,Hold My Hea,Begging You to turn to me
1269,Christian,Tenth Avenue North,Hold My Hea,I'm on my knees
1270,Christian,Tenth Avenue North,Hold My Hea,"Father, will You run to me, yeah?"
1272,Christian,Tenth Avenue North,Hold My Hea,One tear in the dropping rain
1273,Christian,Tenth Avenue North,Hold My Hea,One voice in a sea of pain
1274,Christian,Tenth Avenue North,Hold My Hea,Could the Maker of the stars
1275,Christian,Tenth Avenue North,Hold My Hea,Hear the sound of my breaking heart?
1277,Christian,Tenth Avenue North,Hold My Hea,One life is all I am
1278,Christian,Tenth Avenue North,Hold My Hea,Right now I can barely stand
1279,Christian,Tenth Avenue North,Hold My Hea,If You're everything You say You are
1280,Christian,Tenth Avenue North,Hold My Hea,Would You come close and hold my heart?
1282,Christian,Tenth Avenue North,Hold My Hea,So many questions without answers
1283,Christian,Tenth Avenue North,Hold My Hea,Your promises remain
1284,Christian,Tenth Avenue North,Hold My Hea,I can't see but I'll take my chances
1285,Christian,Tenth Avenue North,Hold My Hea,To hear You call my name
1286,Christian,Tenth Avenue North,Hold My Hea,To hear You call my name
1288,Christian,Tenth Avenue North,Hold My Hea,One tear in the dropping rain
1289,Christian,Tenth Avenue North,Hold My Hea,One voice in a sea of pain
1290,Christian,Tenth Avenue North,Hold My Hea,Could the Maker of the stars
1291,Christian,Tenth Avenue North,Hold My Hea,Hear the sound of my breaking heart?
1293,Christian,Tenth Avenue North,Hold My Hea,One life is all I am
1294,Christian,Tenth Avenue North,Hold My Hea,Right now I can barely stand
1295,Christian,Tenth Avenue North,Hold My Hea,If You're everything You say You are
1296,Christian,Tenth Avenue North,Hold My Hea,Would You come close and hold my heart?
1298,Christian,Tenth Avenue North,Hold My Hea,Hold my heart
1299,Christian,Tenth Avenue North,Hold My Hea,Could You hold my heart?
1300,Christian,Tenth Avenue North,Hold My Hea,Hold my heart
1302,Christian,Brian Littrell,In Christ Alo,In Christ alone will I glory
1303,Christian,Brian Littrell,In Christ Alo,Though I could pride myself in battles won
1304,Christian,Brian Littrell,In Christ Alo,For I've been blessed beyond measure
1305,Christian,Brian Littrell,In Christ Alo,"And by His strength alone, I overcome"
1307,Christian,Brian Littrell,In Christ Alo,"Oh, I could stop and count successes"
1308,Christian,Brian Littrell,In Christ Alo,Like diamonds in my hands
1309,Christian,Brian Littrell,In Christ Alo,But those trophies could not equal
1310,Christian,Brian Littrell,In Christ Alo,To the grace by which I stand
1312,Christian,Brian Littrell,In Christ Alo,"In Christ alone, I place my trust"
1313,Christian,Brian Littrell,In Christ Alo,And find my glory in the power of the Cross
1314,Christian,Brian Littrell,In Christ Alo,"In every victory, let it be said of me"
1315,Christian,Brian Littrell,In Christ Alo,"My source of strength, my source of hope is Christ alone"
1317,Christian,Brian Littrell,In Christ Alo,In Christ alone do I glory
1318,Christian,Brian Littrell,In Christ Alo,For only by His grace I am redeemed
1319,Christian,Brian Littrell,In Christ Alo,For only His tender mercy
1320,Christian,Brian Littrell,In Christ Alo,Could reach beyond my weakness to my need
1322,Christian,Brian Littrell,In Christ Alo,And now I seek no greater honor
1323,Christian,Brian Littrell,In Christ Alo,Than just to know Him more
1324,Christian,Brian Littrell,In Christ Alo,And to count my gains but losses
1325,Christian,Brian Littrell,In Christ Alo,To the glory of my Lord
1327,Christian,Brian Littrell,In Christ Alo,"In Christ alone, I place my trust"
1328,Christian,Brian Littrell,In Christ Alo,And find my glory in the power of the Cross
1329,Christian,Brian Littrell,In Christ Alo,"In every victory, let it be said of me"
1330,Christian,Brian Littrell,In Christ Alo,"My source of strength, my source of hope"
1332,Christian,Brian Littrell,In Christ Alo,"In Christ alone, I place my trust"
1333,Christian,Brian Littrell,In Christ Alo,And find my glory in the power of the Cross
1334,Christian,Brian Littrell,In Christ Alo,"In every victory, let it be said of me"
1335,Christian,Brian Littrell,In Christ Alo,"My source of strength, my source of hope is Christ alone"
1336,Christian,Brian Littrell,In Christ Alo,Is Christ alone
1338,Christian,Kutless,Sea of Fac,We do not have the lyrics for Sea of Faces yet.
1339,Christian,Mark Schultz,He Will Carry ,Mark Schultz
1340,Christian,Mark Schultz,He Will Carry ,Miscellaneous
1341,Christian,Mark Schultz,He Will Carry ,He Will Carry Me
1342,Christian,Mark Schultz,He Will Carry ,"I call, You hear me"
1343,Christian,Mark Schultz,He Will Carry ,I've lost it all 
1344,Christian,Mark Schultz,He Will Carry ,And it's more then I can bear
1345,Christian,Mark Schultz,He Will Carry ,I feel so empty
1347,Christian,Mark Schultz,He Will Carry ,"Your strong, I'm weary"
1348,Christian,Mark Schultz,He Will Carry ,I'm holding on 
1349,Christian,Mark Schultz,He Will Carry ,But I feel like giving in
1350,Christian,Mark Schultz,He Will Carry ,But still You're with me
1352,Christian,Mark Schultz,He Will Carry ,(Pre-chorus and Chorus)
1353,Christian,Mark Schultz,He Will Carry ,And even though I'm walking 
1354,Christian,Mark Schultz,He Will Carry ,Through the valley of the shadow
1355,Christian,Mark Schultz,He Will Carry ,I will hold tight to the hand of Him
1356,Christian,Mark Schultz,He Will Carry ,Who's love will comfort me
1357,Christian,Mark Schultz,He Will Carry ,And when my hope is gone
1358,Christian,Mark Schultz,He Will Carry ,And I've been wounded in the battle
1359,Christian,Mark Schultz,He Will Carry ,He is all the strength that I will ever need
1360,Christian,Mark Schultz,He Will Carry ,He will carry me
1362,Christian,Mark Schultz,He Will Carry ,I know I'm broken
1363,Christian,Mark Schultz,He Will Carry ,But You alone
1364,Christian,Mark Schultz,He Will Carry ,Can mend this heart of mine
1365,Christian,Mark Schultz,He Will Carry ,Your always with me
1367,Christian,Mark Schultz,He Will Carry ,And even though I'm walking 
1368,Christian,Mark Schultz,He Will Carry ,Through the valley of the shadow
1369,Christian,Mark Schultz,He Will Carry ,I will hold tight to the hand of Him 
1370,Christian,Mark Schultz,He Will Carry ,Who's love will comfort me
1371,Christian,Mark Schultz,He Will Carry ,And when my hope is gone
1372,Christian,Mark Schultz,He Will Carry ,And I've been wounded in the battle
1373,Christian,Mark Schultz,He Will Carry ,He is all the strength that I will ever need
1374,Christian,Mark Schultz,He Will Carry ,He will carry me
1375,Christian,Mark Schultz,He Will Carry ,He will carry me
1377,Christian,Mark Schultz,He Will Carry ,(Bridge)
1378,Christian,Mark Schultz,He Will Carry ,And even though I feel so lonely
1379,Christian,Mark Schultz,He Will Carry ,Like I have never been before
1380,Christian,Mark Schultz,He Will Carry ,You never said it would be easy
1381,Christian,Mark Schultz,He Will Carry ,But You said You'd see me through the storm
1383,Christian,Mark Schultz,He Will Carry ,And even though I'm walking 
1384,Christian,Mark Schultz,He Will Carry ,Through the valley of the shadow
1385,Christian,Mark Schultz,He Will Carry ,I will hold tight to the hand of Him 
1386,Christian,Mark Schultz,He Will Carry ,Who's love will comfort me
1387,Christian,Mark Schultz,He Will Carry ,And when my hope is gone
1388,Christian,Mark Schultz,He Will Carry ,And I've been wounded in the battle
1389,Christian,Mark Schultz,He Will Carry ,He is all the strength that I will ever need
1390,Christian,Mark Schultz,He Will Carry ,He will carry me 
1391,Christian,Mark Schultz,He Will Carry ,He will carry me
1392,Christian,Mark Schultz,He Will Carry ,He will carry me
1394,Christian,Jeremy Camp,This M,We do not have the lyrics for This Man yet.
1395,Christian,Third Day,Call My Na,It's been so long since you felt like you were loved
1396,Christian,Third Day,Call My Na,So what went wrong?
1397,Christian,Third Day,Call My Na,But do you know there's a place where you belong
1398,Christian,Third Day,Call My Na,Here in My arms?
1400,Christian,Third Day,Call My Na,When you feel like you're alone in your sadness
1401,Christian,Third Day,Call My Na,And it seems like no one else in this whole world cares
1402,Christian,Third Day,Call My Na,And you want to get away from the madness
1403,Christian,Third Day,Call My Na,You just call My name and I'll be there
1404,Christian,Third Day,Call My Na,You just call My name and I'll be there
1406,Christian,Third Day,Call My Na,The pain inside has erased your hope for love
1407,Christian,Third Day,Call My Na,But soon you will find
1408,Christian,Third Day,Call My Na,That I'll give you all that your heart could ever want
1409,Christian,Third Day,Call My Na,And so much more
1411,Christian,Third Day,Call My Na,When you feel like you're alone in your sadness
1412,Christian,Third Day,Call My Na,And it seems like no one else in this whole world cares
1413,Christian,Third Day,Call My Na,And you want to get away from the madness
1414,Christian,Third Day,Call My Na,You just call My name and I'll be there
1415,Christian,Third Day,Call My Na,You just call My name and I'll be there
1417,Christian,Third Day,Call My Na,"Oh, you just call My name"
1418,Christian,Third Day,Call My Na,If you just call My name
1420,Christian,Third Day,Call My Na,"Call My name, say it now"
1421,Christian,Third Day,Call My Na,I want you to never doubt
1422,Christian,Third Day,Call My Na,The love I have for you is so alive
1424,Christian,Third Day,Call My Na,"Call My name, say it now"
1425,Christian,Third Day,Call My Na,I want you to never doubt
1426,Christian,Third Day,Call My Na,The love I have for you is so alive
1428,Christian,Third Day,Call My Na,You just call My name
1429,Christian,Third Day,Call My Na,You just call My name
1430,Christian,Third Day,Call My Na,You just call My name
1432,Christian,Third Day,Call My Na,The love I have for you is so alive
1433,Christian,Third Day,Call My Na,The love I have for you is so alive
1435,Christian,Third Day,Call My Na,You just call My name
1436,Christian,Third Day,Call My Na,You just call My name
1437,Christian,Third Day,Call My Na,You just call My name
1439,Christian,MercyMe,Here With ,I long for your embrace every single day
1440,Christian,MercyMe,Here With ,To meet you in this place and see you face to face
1441,Christian,MercyMe,Here With ,"Will you show me, reveal yourself to me"
1442,Christian,MercyMe,Here With ,Because of your mercy I fall down on my knees
1444,Christian,MercyMe,Here With ,And I can feel your presence here with me
1445,Christian,MercyMe,Here With ,Suddenly I'm lost within your beauty
1446,Christian,MercyMe,Here With ,Caught up in the wonder of your touch
1447,Christian,MercyMe,Here With ,Here in this moment I surrender to your love
1449,Christian,MercyMe,Here With ,"You're everywhere I go, I am not alone"
1450,Christian,MercyMe,Here With ,You call me as your own
1451,Christian,MercyMe,Here With ,To know you and be known
1452,Christian,MercyMe,Here With ,You are holy and I fall down on my knees
1454,Christian,MercyMe,Here With ,I can feel your presence here with me
1455,Christian,MercyMe,Here With ,Suddenly I'm lost within your beauty
1456,Christian,MercyMe,Here With ,Caught up in the wonder of your touch
1457,Christian,MercyMe,Here With ,Here in this moment I surrender to your love
1459,Christian,MercyMe,Here With ,I surrender to your grace
1460,Christian,MercyMe,Here With ,I surrender to the one who took my place
1462,Christian,MercyMe,Here With ,I can feel your presence here with me
1463,Christian,MercyMe,Here With ,Suddenly I'm lost within your beauty
1464,Christian,MercyMe,Here With ,Caught up in the wonder of your touch
1465,Christian,MercyMe,Here With ,Here in this moment I surrender to
1467,Christian,MercyMe,Here With ,I can feel your presence here with me
1468,Christian,MercyMe,Here With ,Suddenly I'm lost within your beauty
1469,Christian,MercyMe,Here With ,Caught up in the wonder of your touch
1470,Christian,MercyMe,Here With ,Here in this moment I surrender to your love
1472,Christian,"Phillips, Craig &amp; Dean",Saved the D,The darkest day in history was over
1473,Christian,"Phillips, Craig &amp; Dean",Saved the D,All was lost on the cross
1474,Christian,"Phillips, Craig &amp; Dean",Saved the D,"Beaten, battered, bruised beyond description"
1475,Christian,"Phillips, Craig &amp; Dean",Saved the D,"You gave it all, what went wrong?"
1477,Christian,"Phillips, Craig &amp; Dean",Saved the D,This couldn't be the end of Heaven's story
1478,Christian,"Phillips, Craig &amp; Dean",Saved the D,"'Cause You came to save, to beat the grave"
1479,Christian,"Phillips, Craig &amp; Dean",Saved the D,Three days and now they're looking for Your body
1480,Christian,"Phillips, Craig &amp; Dean",Saved the D,"But You were gone, and now I know"
1482,Christian,"Phillips, Craig &amp; Dean",Saved the D,You saved the day
1483,Christian,"Phillips, Craig &amp; Dean",Saved the D,The day You rolled the stone away
1484,Christian,"Phillips, Craig &amp; Dean",Saved the D,The empty grave is there to say
1485,Christian,"Phillips, Craig &amp; Dean",Saved the D,You reign
1486,Christian,"Phillips, Craig &amp; Dean",Saved the D,You saved the day
1487,Christian,"Phillips, Craig &amp; Dean",Saved the D,You tore the holy veil away
1488,Christian,"Phillips, Craig &amp; Dean",Saved the D,You opened wide the prison gates
1489,Christian,"Phillips, Craig &amp; Dean",Saved the D,You saved the day
1491,Christian,"Phillips, Craig &amp; Dean",Saved the D,Rescued from the shackles of my failure
1492,Christian,"Phillips, Craig &amp; Dean",Saved the D,"In the dead of night, You shined Your light"
1493,Christian,"Phillips, Craig &amp; Dean",Saved the D,Your gift of love is hope that springs eternal
1494,Christian,"Phillips, Craig &amp; Dean",Saved the D,"And because of You, all things are new"
1496,Christian,"Phillips, Craig &amp; Dean",Saved the D,You saved the day
1497,Christian,"Phillips, Craig &amp; Dean",Saved the D,The day You rolled the stone away
1498,Christian,"Phillips, Craig &amp; Dean",Saved the D,The empty grave is there to say
1499,Christian,"Phillips, Craig &amp; Dean",Saved the D,You reign
1500,Christian,"Phillips, Craig &amp; Dean",Saved the D,You saved the day
1501,Christian,"Phillips, Craig &amp; Dean",Saved the D,You tore the holy veil away
1502,Christian,"Phillips, Craig &amp; Dean",Saved the D,You opened wide the prison gates
1503,Christian,"Phillips, Craig &amp; Dean",Saved the D,You saved the day
1505,Christian,"Phillips, Craig &amp; Dean",Saved the D,"Oh God, You rescued me"
1506,Christian,"Phillips, Craig &amp; Dean",Saved the D,From my iniquities
1508,Christian,"Phillips, Craig &amp; Dean",Saved the D,Your gift of love is hope that springs eternal
1509,Christian,"Phillips, Craig &amp; Dean",Saved the D,"And because of You, all things are new"
1511,Christian,"Phillips, Craig &amp; Dean",Saved the D,You saved the day
1512,Christian,"Phillips, Craig &amp; Dean",Saved the D,The day You rolled the stone away
1513,Christian,"Phillips, Craig &amp; Dean",Saved the D,The empty grave is there to say
1514,Christian,"Phillips, Craig &amp; Dean",Saved the D,You reign
1515,Christian,"Phillips, Craig &amp; Dean",Saved the D,You saved the day
1516,Christian,"Phillips, Craig &amp; Dean",Saved the D,You tore the holy veil away
1517,Christian,"Phillips, Craig &amp; Dean",Saved the D,You opened wide the prison gates
1518,Christian,"Phillips, Craig &amp; Dean",Saved the D,You saved the day
1520,Christian,"Phillips, Craig &amp; Dean",Saved the D,You saved the day
1521,Christian,"Phillips, Craig &amp; Dean",Saved the D,The day You rolled the stone away
1522,Christian,"Phillips, Craig &amp; Dean",Saved the D,The empty grave is there to say
1523,Christian,"Phillips, Craig &amp; Dean",Saved the D,You reign
1524,Christian,"Phillips, Craig &amp; Dean",Saved the D,You saved the day
1525,Christian,"Phillips, Craig &amp; Dean",Saved the D,You tore the holy veil away
1526,Christian,"Phillips, Craig &amp; Dean",Saved the D,You opened wide the prison gates
1527,Christian,"Phillips, Craig &amp; Dean",Saved the D,You saved the day
1529,Christian,Switchfoot,This Is Your Li,Yesterday is a wrinkle on your forehead
1530,Christian,Switchfoot,This Is Your Li,Yesterday is a promise that you've broken
1531,Christian,Switchfoot,This Is Your Li,Don't close your eyes
1532,Christian,Switchfoot,This Is Your Li,Don't close your eyes
1533,Christian,Switchfoot,This Is Your Li,This is your life and today is all you've got now
1534,Christian,Switchfoot,This Is Your Li,Yeah
1535,Christian,Switchfoot,This Is Your Li,And today is all you'll ever have
1536,Christian,Switchfoot,This Is Your Li,Don't close your eyes
1537,Christian,Switchfoot,This Is Your Li,Don't close your eyes
1539,Christian,Switchfoot,This Is Your Li,This is your life
1540,Christian,Switchfoot,This Is Your Li,Are you who you want to be
1541,Christian,Switchfoot,This Is Your Li,This is your life
1542,Christian,Switchfoot,This Is Your Li,Are you who you want to be
1543,Christian,Switchfoot,This Is Your Li,This is your life
1544,Christian,Switchfoot,This Is Your Li,Is it everything you dreamed it would be
1545,Christian,Switchfoot,This Is Your Li,When the world was younger
1546,Christian,Switchfoot,This Is Your Li,And you had everything to lose
1548,Christian,Switchfoot,This Is Your Li,Yesterday is a kid in the corner
1549,Christian,Switchfoot,This Is Your Li,Yesterday is dead and over
1551,Christian,Switchfoot,This Is Your Li,"This is your life,"
1552,Christian,Switchfoot,This Is Your Li,Are you who you want to be
1553,Christian,Switchfoot,This Is Your Li,This is your life
1554,Christian,Switchfoot,This Is Your Li,Are you who you want to be
1555,Christian,Switchfoot,This Is Your Li,This is your life
1556,Christian,Switchfoot,This Is Your Li,Is it everything you dreamed it would be
1557,Christian,Switchfoot,This Is Your Li,When the world was younger
1558,Christian,Switchfoot,This Is Your Li,And you had everything to lose
1560,Christian,Switchfoot,This Is Your Li,Don't close your eyes
1561,Christian,Switchfoot,This Is Your Li,Don't close your eyes
1562,Christian,Switchfoot,This Is Your Li,Don't close your eyes
1563,Christian,Switchfoot,This Is Your Li,Don't close your eyes
1564,Christian,Switchfoot,This Is Your Li,Don't close your eyes
1566,Christian,Switchfoot,This Is Your Li,This is your life
1567,Christian,Switchfoot,This Is Your Li,Are you who you want to be
1568,Christian,Switchfoot,This Is Your Li,This is your life
1569,Christian,Switchfoot,This Is Your Li,Are you who you want to be
1570,Christian,Switchfoot,This Is Your Li,Yeah
1572,Christian,Switchfoot,This Is Your Li,This is your life
1573,Christian,Switchfoot,This Is Your Li,"Are you who you want to be, who you want to be yeah"
1574,Christian,Switchfoot,This Is Your Li,This is your life
1575,Christian,Switchfoot,This Is Your Li,Are you who you want to be (who you want to be)
1576,Christian,Switchfoot,This Is Your Li,This is your life
1577,Christian,Switchfoot,This Is Your Li,Is it everything you dreamed it would be
1578,Christian,Switchfoot,This Is Your Li,When the world was younger
1579,Christian,Switchfoot,This Is Your Li,And you had everything to lose
1580,Christian,Switchfoot,This Is Your Li,And you had everything to lose
1582,Christian,Seventh Day Slumber,From the Inside O,A thousand times I've failed
1583,Christian,Seventh Day Slumber,From the Inside O,Still your mercy remains
1584,Christian,Seventh Day Slumber,From the Inside O,And If I stumble again
1585,Christian,Seventh Day Slumber,From the Inside O,I'm caught in our grace
1586,Christian,Seventh Day Slumber,From the Inside O,"Everlasting, Your light will shine"
1587,Christian,Seventh Day Slumber,From the Inside O,When all else fails
1588,Christian,Seventh Day Slumber,From the Inside O,"Neverending, your glory goes"
1589,Christian,Seventh Day Slumber,From the Inside O,Beyond all fame
1591,Christian,Seventh Day Slumber,From the Inside O,My heart and my soul
1592,Christian,Seventh Day Slumber,From the Inside O,I give You control
1593,Christian,Seventh Day Slumber,From the Inside O,Consume me from the inside out Lord
1594,Christian,Seventh Day Slumber,From the Inside O,Let justice and praise
1595,Christian,Seventh Day Slumber,From the Inside O,Become my embrace
1596,Christian,Seventh Day Slumber,From the Inside O,To love You from the inside out
1598,Christian,Seventh Day Slumber,From the Inside O,Your will above all else
1599,Christian,Seventh Day Slumber,From the Inside O,My purpose remains
1600,Christian,Seventh Day Slumber,From the Inside O,The art of losing myself
1601,Christian,Seventh Day Slumber,From the Inside O,In bringing You praise
1602,Christian,Seventh Day Slumber,From the Inside O,"Everlasting, Your light will shine"
1603,Christian,Seventh Day Slumber,From the Inside O,When all else fails
1604,Christian,Seventh Day Slumber,From the Inside O,"Never-ending, your glory goes"
1605,Christian,Seventh Day Slumber,From the Inside O,Beyond all fame
1607,Christian,Seventh Day Slumber,From the Inside O,My heart and my soul
1608,Christian,Seventh Day Slumber,From the Inside O,I give You control
1609,Christian,Seventh Day Slumber,From the Inside O,Consume me from the inside out Lord
1610,Christian,Seventh Day Slumber,From the Inside O,Let justice and praise
1611,Christian,Seventh Day Slumber,From the Inside O,Become my embrace
1612,Christian,Seventh Day Slumber,From the Inside O,To love You from the inside out
