,Unnamed: 0,genre,artist,song,lyrics
3972,893,Country,Ernest Tubb,Walkin' the Floor Over Y,Walkin' the floor over you
3973,895,Country,Buck Owens,I've Got A Tiger By The Ta,"I've got a tiger by the tail, it's plain to see"
3974,896,Country,Buck Owens,I've Got A Tiger By The Ta,I won't be much when you get through with me
3975,897,Country,Buck Owens,I've Got A Tiger By The Ta,"Well, I'm a losing weight and a turnin' mighty pale"
3976,898,Country,Buck Owens,I've Got A Tiger By The Ta,Looks like I've got a tiger by the tail
3977,900,Country,Buck Owens,I've Got A Tiger By The Ta,"Well, I thought the day I met you, you were meek as a lamb"
3978,901,Country,Buck Owens,I've Got A Tiger By The Ta,Just the kind to fit my dreams and plans
3979,902,Country,Buck Owens,I've Got A Tiger By The Ta,But now the pace we're livin' takes the wind from my sails
3980,903,Country,Buck Owens,I've Got A Tiger By The Ta,And it looks like I've got a tiger by the tail
3981,905,Country,Buck Owens,I've Got A Tiger By The Ta,"I've got a tiger by the tail, it's plain to see"
3982,906,Country,Buck Owens,I've Got A Tiger By The Ta,I won't be much when you get through with me
3983,907,Country,Buck Owens,I've Got A Tiger By The Ta,"Well, I'm a losing weight and a turnin' mighty pale"
3984,908,Country,Buck Owens,I've Got A Tiger By The Ta,Looks like I've got a tiger by the tail
3985,910,Country,Buck Owens,I've Got A Tiger By The Ta,"Well, every night you drag me where the bright lights are found"
3986,911,Country,Buck Owens,I've Got A Tiger By The Ta,There ain't no way to slow you down
3987,912,Country,Buck Owens,I've Got A Tiger By The Ta,I'm about as helpless as a leaf in a gale
3988,913,Country,Buck Owens,I've Got A Tiger By The Ta,And it looks like I've got a tiger by the tail
3989,915,Country,Buck Owens,I've Got A Tiger By The Ta,"I've got a tiger by the tail, it's plain to see"
3990,916,Country,Buck Owens,I've Got A Tiger By The Ta,I won't be much when you get through with me
3991,917,Country,Buck Owens,I've Got A Tiger By The Ta,"Well, I'm a losing weight and a turnin' mighty pale"
3992,918,Country,Buck Owens,I've Got A Tiger By The Ta,Looks like I've got a tiger by the tail
3993,920,Country,The Stanley Brothers,I'm a Man of Constant Sorr,I am a man of constant sorrow
3994,921,Country,The Stanley Brothers,I'm a Man of Constant Sorr,I've seen trouble all my days
3995,922,Country,The Stanley Brothers,I'm a Man of Constant Sorr,I bid farewell to old Kentucky
3996,923,Country,The Stanley Brothers,I'm a Man of Constant Sorr,The place where I borned and raised
3997,925,Country,The Stanley Brothers,I'm a Man of Constant Sorr,For six long years I've been in trouble
3998,926,Country,The Stanley Brothers,I'm a Man of Constant Sorr,No pleasure here on earth I find
3999,927,Country,The Stanley Brothers,I'm a Man of Constant Sorr,For in this world I'm bound to ramble
4000,928,Country,The Stanley Brothers,I'm a Man of Constant Sorr,I have no friends to help me now
4001,930,Country,The Stanley Brothers,I'm a Man of Constant Sorr,"It's fare you well, my own true lover"
4002,931,Country,The Stanley Brothers,I'm a Man of Constant Sorr,I never expect to see you again
4003,932,Country,The Stanley Brothers,I'm a Man of Constant Sorr,For I'm bound to ride that northern railroad
4004,933,Country,The Stanley Brothers,I'm a Man of Constant Sorr,Perhaps I'll die upon this train
4005,935,Country,The Stanley Brothers,I'm a Man of Constant Sorr,You can bury me in some deep valley
4006,936,Country,The Stanley Brothers,I'm a Man of Constant Sorr,For many years where I may lay
4007,937,Country,The Stanley Brothers,I'm a Man of Constant Sorr,Then you may learn to love another
4008,938,Country,The Stanley Brothers,I'm a Man of Constant Sorr,While I am sleeping in my grave
4009,940,Country,The Stanley Brothers,I'm a Man of Constant Sorr,Maybe your friends think I'm just a stranger
4010,941,Country,The Stanley Brothers,I'm a Man of Constant Sorr,My face you'll never will see no more
4011,942,Country,The Stanley Brothers,I'm a Man of Constant Sorr,But there is one promise that is given
4012,943,Country,The Stanley Brothers,I'm a Man of Constant Sorr,I'll meet you on God's golden shore
4013,945,Country,The Sons of the Pioneers,Tumbling Tumblewee,"See them tumbling down,"
4014,946,Country,The Sons of the Pioneers,Tumbling Tumblewee,Pledging their love to the ground!
4015,947,Country,The Sons of the Pioneers,Tumbling Tumblewee,"Lonely, but free, I'll be found,"
4016,948,Country,The Sons of the Pioneers,Tumbling Tumblewee,Drifting along with the tumbling tumbleweeds
4017,950,Country,The Sons of the Pioneers,Tumbling Tumblewee,"Cares of the past are behind,"
4018,951,Country,The Sons of the Pioneers,Tumbling Tumblewee,"Nowhere to go, but I'll find,"
4019,952,Country,The Sons of the Pioneers,Tumbling Tumblewee,"Just where the trail will wind,"
4020,953,Country,The Sons of the Pioneers,Tumbling Tumblewee,Drifting along with the tumblin' tumbleweeds
4021,955,Country,The Sons of the Pioneers,Tumbling Tumblewee,"I know when night is gone,"
4022,956,Country,The Sons of the Pioneers,Tumbling Tumblewee,That a new world's born at dawn!
4023,957,Country,The Sons of the Pioneers,Tumbling Tumblewee,"I'll keep rolling along,"
4024,958,Country,The Sons of the Pioneers,Tumbling Tumblewee,"Deep in my heart as a song,"
4025,959,Country,The Sons of the Pioneers,Tumbling Tumblewee,"Here on the range I belong,"
4026,960,Country,The Sons of the Pioneers,Tumbling Tumblewee,Drifting along with the tumbling tumbleweeds
4027,962,Country,The Sons of the Pioneers,Tumbling Tumblewee,"Tumbleweeds, tumbleweeds!"
4028,963,Country,The Sons of the Pioneers,Tumbling Tumblewee,"See them tumbling down,"
4029,964,Country,The Sons of the Pioneers,Tumbling Tumblewee,Pledging their love to the ground!
4030,965,Country,The Sons of the Pioneers,Tumbling Tumblewee,"Lonely, but free, I'll be found,"
4031,966,Country,The Sons of the Pioneers,Tumbling Tumblewee,Drifting along with the tumblin' tumbleweeds
4032,968,Country,Charlie Rich,Behind Closed Doo,"My baby makes me proud, Lord don't she make me proud"
4033,969,Country,Charlie Rich,Behind Closed Doo,She never makes a scene by hanging all over me in a crowd
4034,970,Country,Charlie Rich,Behind Closed Doo,"'Cause people like to talk, Lord, don't they love to talk"
4035,971,Country,Charlie Rich,Behind Closed Doo,"But when they turn out the lights, I know she'll be leaving with me"
4036,973,Country,Charlie Rich,Behind Closed Doo,And when we get behind closed doors
4037,974,Country,Charlie Rich,Behind Closed Doo,Then she lets her hair hang down
4038,975,Country,Charlie Rich,Behind Closed Doo,And she makes me glad that I'm a man
4039,976,Country,Charlie Rich,Behind Closed Doo,"Oh, no one knows what goes on behind closed doors"
4040,978,Country,Charlie Rich,Behind Closed Doo,"My baby makes me smile, Lord don't she make me smile"
4041,979,Country,Charlie Rich,Behind Closed Doo,"She's never too far away or too tired to say ""I want you"""
4042,980,Country,Charlie Rich,Behind Closed Doo,"She's always a lady, just like a lady should be"
4043,981,Country,Charlie Rich,Behind Closed Doo,"But when they turn out the lights, she's still a baby to me"
4044,983,Country,Charlie Rich,Behind Closed Doo,And when we get behind closed doors
4045,984,Country,Charlie Rich,Behind Closed Doo,Then she lets her hair hang down
4046,985,Country,Charlie Rich,Behind Closed Doo,And she makes me glad that I'm a man
4047,986,Country,Charlie Rich,Behind Closed Doo,"Oh, no one knows what goes on behind closed doors"
4048,987,Country,Charlie Rich,Behind Closed Doo,Behind closed doors
4049,989,Country,Eddy Arnold,The Cattle Ca,(Tex Owens)
4050,990,Country,Eddy Arnold,The Cattle Ca,(Moan)
4051,991,Country,Eddy Arnold,The Cattle Ca,The cattle are prowlin' the coyotes are howlin'
4052,992,Country,Eddy Arnold,The Cattle Ca,Out with the doggies bawl
4053,993,Country,Eddy Arnold,The Cattle Ca,Where spurs are jinglin' a cowboy is singin'
4054,994,Country,Eddy Arnold,The Cattle Ca,This lonesome cattle call. (moan)
4055,995,Country,Eddy Arnold,The Cattle Ca,He rides in the sun till his day's work is done
4056,996,Country,Eddy Arnold,The Cattle Ca,And he rounds up the cattle each fall
4057,997,Country,Eddy Arnold,The Cattle Ca,(moan) Singin' this cattle call.
4058,998,Country,Eddy Arnold,The Cattle Ca,For hours he will ride on the range far and wide
4059,999,Country,Eddy Arnold,The Cattle Ca,When the night wind blows up a squall
4060,1000,Country,Eddy Arnold,The Cattle Ca,His heart is a feather in all kinds of weather
4061,1001,Country,Eddy Arnold,The Cattle Ca,He sings his cattle call. (moan)
4062,1002,Country,Eddy Arnold,The Cattle Ca,He's brown as a berry from ridin' the prairie
4063,1003,Country,Eddy Arnold,The Cattle Ca,And he sings with an old western drawl
4064,1004,Country,Eddy Arnold,The Cattle Ca,(moan) Singin' this cattle call... (moan)...
4065,1006,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,There's a well beaten path in the old mountainside
4066,1007,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,Where I wandered when I was a lad
4067,1008,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,And I wandered alone to the place I call home
4068,1009,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,In those Blueridge hills far away
4069,1011,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,Oh I love those hills of old Virginia
4070,1012,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,From those Blueridge hills I did roam
4071,1013,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,When I die won't you bury me on the mountain
4072,1014,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,Far away near my Blueridge mountain home
4073,1016,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,Now my thoughts wander back to that ramshackle shack
4074,1017,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,In those blue ridge hills far away
4075,1018,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,Where my mother and dad were laid there to rest
4076,1019,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,They are sleeping in peace together there
4077,1021,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,I return to that old cabin home with the sigh
4078,1022,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,I've been longing for days gone by
4079,1023,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,When I die won't you bury me on that old mountain side
4080,1024,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,Make my resting place upon the hills so high
4081,1026,Country,Evans Dale,Happy Trai,Evans Dale
4082,1027,Country,Evans Dale,Happy Trai,Miscellaneous
4083,1028,Country,Evans Dale,Happy Trai,Happy Trails
4084,1029,Country,Evans Dale,Happy Trai,HAPPY TRAILS  words and music by Dale Evans
4085,1031,Country,Evans Dale,Happy Trai,"Happy trails to you, until we meet again."
4086,1032,Country,Evans Dale,Happy Trai,"Happy trails to you, keep smiling until then."
4087,1033,Country,Evans Dale,Happy Trai,"Who cares about the clouds if we're together,"
4088,1034,Country,Evans Dale,Happy Trai,just sing a song and bring the sunny weather.
4089,1035,Country,Evans Dale,Happy Trai,"Happy trails to you, 'til we meet again."
4090,1037,Country,Jim Reeves,He'll Have to ,Put your sweet lips a little closer to the phone
4091,1038,Country,Jim Reeves,He'll Have to ,...
4092,1039,Country,Jim Reeves,He'll Have to ,Lets pretend we're together all alone
4093,1040,Country,Jim Reeves,He'll Have to ,...
4094,1042,Country,Jim Reeves,He'll Have to ,I'll tell the man to turn the jukebox way down low
4095,1043,Country,Jim Reeves,He'll Have to ,...
4096,1044,Country,Jim Reeves,He'll Have to ,And you can tell your friend there with you he'll have to go
4097,1046,Country,Jim Reeves,He'll Have to ,...
4098,1048,Country,Jim Reeves,He'll Have to ,Whisper to me tell me do you love me true
4099,1049,Country,Jim Reeves,He'll Have to ,...
4100,1051,Country,Jim Reeves,He'll Have to ,Or is he holding you the way I do
4101,1052,Country,Jim Reeves,He'll Have to ,...
4102,1054,Country,Jim Reeves,He'll Have to ,Though love is blind make up your mind I've got to know
4103,1055,Country,Jim Reeves,He'll Have to ,...
4104,1056,Country,Jim Reeves,He'll Have to ,Should I hang up or will you tell him he'll have to go
4105,1057,Country,Jim Reeves,He'll Have to ,...
4106,1058,Country,Jim Reeves,He'll Have to ,You cant say the words I want to hear
4107,1059,Country,Jim Reeves,He'll Have to ,...
4108,1060,Country,Jim Reeves,He'll Have to ,While you're with another man
4109,1061,Country,Jim Reeves,He'll Have to ,Do you you want me answer yes or no
4110,1062,Country,Jim Reeves,He'll Have to ,Darling I will understand
4111,1063,Country,Jim Reeves,He'll Have to ,...
4112,1064,Country,Jim Reeves,He'll Have to ,Put your sweet lips a little closer to the phone
4113,1065,Country,Jim Reeves,He'll Have to ,...
4114,1066,Country,Jim Reeves,He'll Have to ,Lets pretend that we're together all alone
4115,1067,Country,Jim Reeves,He'll Have to ,...
4116,1068,Country,Jim Reeves,He'll Have to ,I'll tell the man to turn the jukebox way down low
4117,1069,Country,Jim Reeves,He'll Have to ,...
4118,1070,Country,Jim Reeves,He'll Have to ,And you can tell your friend there with you
4119,1071,Country,Jim Reeves,He'll Have to ,...
4120,1072,Country,Jim Reeves,He'll Have to ,He'll have to go
4121,1073,Country,Jim Reeves,He'll Have to ,...
4122,1075,Country,Alan Jackson,Chattahooch,"Well, way down yonder on the Chattahoochee"
4123,1076,Country,Alan Jackson,Chattahooch,It gets hotter than a hoochie coochie
4124,1077,Country,Alan Jackson,Chattahooch,We laid rubber on the Georgia asphalt
4125,1078,Country,Alan Jackson,Chattahooch,We got a little crazy but we never got caught.
4126,1080,Country,Alan Jackson,Chattahooch,Down by the river on a Friday night
4127,1081,Country,Alan Jackson,Chattahooch,Pyramid of cans in the pale moonlight
4128,1082,Country,Alan Jackson,Chattahooch,Talkin' 'bout cars and dreamin' 'bout women
4129,1083,Country,Alan Jackson,Chattahooch,"Never had a plan, just a livin' for the minute."
4130,1085,Country,Alan Jackson,Chattahooch,"Yeah, way down yonder on the Chattahoochee"
4131,1086,Country,Alan Jackson,Chattahooch,Never knew how much that muddy water meant to me
4132,1087,Country,Alan Jackson,Chattahooch,But I learned how to swim and I learned who I was
4133,1088,Country,Alan Jackson,Chattahooch,A lot about livin' and a little 'bout love.
4134,1090,Country,Alan Jackson,Chattahooch,Ya ha
4135,1092,Country,Alan Jackson,Chattahooch,"Well, we fogged up the windows in my old Chevy"
4136,1093,Country,Alan Jackson,Chattahooch,I was willin' but she wasn't ready
4137,1094,Country,Alan Jackson,Chattahooch,So I settled for a burger and a grape sno-cone
4138,1095,Country,Alan Jackson,Chattahooch,I dropped her off early but I didn't go home.
4139,1097,Country,Alan Jackson,Chattahooch,Down by the river on a Friday night
4140,1098,Country,Alan Jackson,Chattahooch,Pyramid of cans in the pale moonlight
4141,1099,Country,Alan Jackson,Chattahooch,Talkin' 'bout cars and dreamin' 'bout women
4142,1100,Country,Alan Jackson,Chattahooch,"Never had a plan, just a livin' for the minute."
4143,1102,Country,Alan Jackson,Chattahooch,"Yeah, way down yonder on the Chattahochee"
4144,1103,Country,Alan Jackson,Chattahooch,Never knew how much that muddy water meant to me
4145,1104,Country,Alan Jackson,Chattahooch,But I learned how to swim and I learned who I was
4146,1105,Country,Alan Jackson,Chattahooch,A lot about livin' and a little 'bout love.
4147,1107,Country,Alan Jackson,Chattahooch,"Yeah, way down yonder on the Chattahochee"
4148,1108,Country,Alan Jackson,Chattahooch,Never knew how much that muddy water meant to me
4149,1109,Country,Alan Jackson,Chattahooch,But I learned how to swim and I learned who I was
4150,1110,Country,Alan Jackson,Chattahooch,A lot about livin' and a little 'bout love.
4151,1112,Country,Alan Jackson,Chattahooch,A lot about livin' and a little 'bout love.
4152,1114,Country,Alan Jackson,Chattahooch,Ya he
4153,1116,Country,Alan Jackson,Chattahooch,That's right...
4154,1118,Country,Johnny Cash,Folsom Prison Blu,I hear the train a comin' it's rollin' 'round the bend
4155,1119,Country,Johnny Cash,Folsom Prison Blu,And I ain't seen the sunshine since I don't know when
4156,1120,Country,Johnny Cash,Folsom Prison Blu,I'm stuck at Folsom Prison and time keeps draggin' on
4157,1121,Country,Johnny Cash,Folsom Prison Blu,But that train keeps rollin' on down to San Antone
4158,1123,Country,Johnny Cash,Folsom Prison Blu,"When I was just a baby, my mama told me"
4159,1124,Country,Johnny Cash,Folsom Prison Blu,"""Son always be a good boy, don't ever play with guns"""
4160,1125,Country,Johnny Cash,Folsom Prison Blu,"But I shot a man in Reno, just to watch him die"
4161,1126,Country,Johnny Cash,Folsom Prison Blu,When I hear that whistle blowin' I hang my head and cry
4162,1128,Country,Johnny Cash,Folsom Prison Blu,I bet there's rich folk eatin' from a fancy dinin' car
4163,1129,Country,Johnny Cash,Folsom Prison Blu,They're prob'ly drinkin' coffee and smokin' big cigars
4164,1130,Country,Johnny Cash,Folsom Prison Blu,"Well I know I had it comin', I know I can't be free"
4165,1131,Country,Johnny Cash,Folsom Prison Blu,"But those people keep a movin', and that's what tortures me"
4166,1133,Country,Johnny Cash,Folsom Prison Blu,"Well, if they freed me from this prison, if that railroad train was mine"
4167,1134,Country,Johnny Cash,Folsom Prison Blu,I bet I'd move it a little farther down the line
4168,1135,Country,Johnny Cash,Folsom Prison Blu,"Far from Folsom Prison, that's where I want to stay"
4169,1136,Country,Johnny Cash,Folsom Prison Blu,And I'd let that lonesome whistle blow my blues away
4170,1138,Country,Webb Pierce,I Ain't Nev,"Well I ain't never, I ain't never"
4171,1139,Country,Webb Pierce,I Ain't Nev,"Seen nobody like you, no, no, no"
4172,1140,Country,Webb Pierce,I Ain't Nev,Never have I ever seen nobody like you
4173,1142,Country,Webb Pierce,I Ain't Nev,You call me up and say to meet me at nine
4174,1143,Country,Webb Pierce,I Ain't Nev,"I have to hurry, hurry, but I'm there on time"
4175,1144,Country,Webb Pierce,I Ain't Nev,I walk right up and knock on your door
4176,1145,Country,Webb Pierce,I Ain't Nev,"The landlord says she ain't a here, no more"
4177,1147,Country,Webb Pierce,I Ain't Nev,"I ain't never oh, darling seen nobody like you"
4178,1148,Country,Webb Pierce,I Ain't Nev,"Hoo, hoo, but I love you, yeah, I love you"
4179,1149,Country,Webb Pierce,I Ain't Nev,I love you just the same
4180,1151,Country,Webb Pierce,I Ain't Nev,"Well, you tell me sweet things that you don't mean"
4181,1152,Country,Webb Pierce,I Ain't Nev,You've got me a living in a haunted dream
4182,1153,Country,Webb Pierce,I Ain't Nev,"You make me do things, I don't wanna do"
4183,1154,Country,Webb Pierce,I Ain't Nev,"My friends say, oh Webb, what's wrong with you"
4184,1156,Country,Webb Pierce,I Ain't Nev,"I ain't never oh, darling seen nobody like you"
4185,1157,Country,Webb Pierce,I Ain't Nev,"Hoo, hoo, but I love you, yeah, I love you"
4186,1158,Country,Webb Pierce,I Ain't Nev,I love you just the same
4187,1159,Country,Webb Pierce,I Ain't Nev,I love you just the same
4188,1160,Country,Webb Pierce,I Ain't Nev,I love you just the same
4189,1162,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,I remember wearin' straight leg Levis
4190,1163,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,Flannel shirts Even when they weren't in style
4191,1164,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,I remember singin' with Roy Rogers
4192,1165,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,at the movies when the West was really wild
4193,1167,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,And I was listenin' to the Opry
4194,1168,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,When all of my friends
4195,1169,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,were diggin' Rock 'n Roll and Rhythm &amp; Blues
4196,1170,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,"I was Country, when Country wasn't cool"
4197,1172,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,"I remember circlin' the drive-in,"
4198,1173,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,pullin' up and turnin' down George Jones
4199,1174,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,I remember when no one was lookin'
4200,1175,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,I was puttin' peanuts in my Coke
4201,1177,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,I took a lot of kiddin'
4202,1178,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,'Cause I never did fit in
4203,1179,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,now look at everybody
4204,1180,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,tryin' to be what I was then
4205,1182,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,"I was Country, when Country wasn't cool"
4206,1183,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,Oooh
4207,1185,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,(Chorus:)
4208,1186,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,"I was Country, when Country wasn't cool"
4209,1187,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,"I was Country, from my hat down to my boots"
4210,1188,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,"I still act, and look the same"
4211,1189,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,What you see ain't nothin' new
4212,1191,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,"I was Country, when Country wasn't cool"
4213,1193,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,(Instrumental Break)
4214,1195,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,They call us country bumpkins
4215,1196,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,For stickin' to our roots
4216,1197,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,I'm just glad we're in a country
4217,1198,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,Where we're all free to choose
4218,1200,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,"I was Country, when Country wasn't cool"
4219,1202,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,(George Jones)
4220,1203,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,"Hey I was Country, when Country wasn't cool"
4221,1204,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,"Yeah I was country, from my hat down to, Whoa my boots"
4222,1205,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,"I still act, and look the same"
4223,1206,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,What you see ain't nothin' new
4224,1208,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,"Yeah, I was Country when Country wasn't cool"
4225,1210,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,"There's a star spangled banner, waving somewhere"
4226,1211,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,"In a distant land, so many miles away"
4227,1212,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,Only Uncle Sam's great heroes get to go there
4228,1213,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,Where I wished that I could also live someday
4229,1214,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,"I'd see Lincoln, Custer, Washington and Perry"
4230,1215,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,Nathan Hale and Colin Kelly too
4231,1216,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,"There's a star spangled banner, waving somewhere"
4232,1217,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,Waving o'er the land of heroes brave and true
4233,1218,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,In this war with its mad schemes of destruction
4234,1219,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,Of our country fair and our sweet liberty
4235,1220,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,"By the mad dictators, leaders of corruption"
4236,1221,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,Can't the U.S. use a mountain boy like me
4237,1222,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,God gave me the right to be a free American
4238,1223,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,"And for that precious right, I'd gladly die"
4239,1224,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,"There's a star spangled banner, waving somewhere"
4240,1225,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,That is where I want to live when I die
4241,1226,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,"Though I realize, I'm crippled, that is true, sir"
4242,1227,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,Please don't judge my courage by my twisted leg
4243,1228,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,"Let me show my Uncle Sam what I can do, sir"
4244,1229,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,Let me help to bring the Axis down a peg
4245,1230,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,"If I do some great deed, I will be a hero"
4246,1231,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,And a hero brave is what I want to be
4247,1232,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,"There's a star spangled banner, waving somewhere"
4248,1233,Country,Elton Britt,There's a Star Spangled Banner Waving Somewhe,In that heaven there should be a place for me
4249,1235,Country,Hank Williams,"Hey, Good Looki","Say Hey, Good Lookin', whatcha got cookin'"
4250,1236,Country,Hank Williams,"Hey, Good Looki",How's about cookin' somethin' up with me
4251,1237,Country,Hank Williams,"Hey, Good Looki","Hey, sweet baby, don't you think maybe"
4252,1238,Country,Hank Williams,"Hey, Good Looki",We could find us a brand new recipe
4253,1240,Country,Hank Williams,"Hey, Good Looki",I got a hot rod Ford and a two dollar bill
4254,1241,Country,Hank Williams,"Hey, Good Looki",And I know a spot right over the hill
4255,1242,Country,Hank Williams,"Hey, Good Looki",There's soda pop and the dancin's free
4256,1243,Country,Hank Williams,"Hey, Good Looki",So if you wanna have fun come along with me
4257,1245,Country,Hank Williams,"Hey, Good Looki","Say Hey, Good Lookin', whatcha got cookin'"
4258,1246,Country,Hank Williams,"Hey, Good Looki",How's about cookin' somethin' up with me
4259,1248,Country,Hank Williams,"Hey, Good Looki",I'm free and ready so we can go steady
4260,1249,Country,Hank Williams,"Hey, Good Looki",How's about savin' all your time for me
4261,1250,Country,Hank Williams,"Hey, Good Looki","No more lookin', I know I've tooken"
4262,1251,Country,Hank Williams,"Hey, Good Looki",How's about keepin' steady company
4263,1253,Country,Hank Williams,"Hey, Good Looki",I'm gonna throw my date book over the fence
4264,1254,Country,Hank Williams,"Hey, Good Looki",And find me one for five or ten cents.
4265,1255,Country,Hank Williams,"Hey, Good Looki",I'll keep it 'til it's covered with age
4266,1256,Country,Hank Williams,"Hey, Good Looki",'Cause I'm writin' your name down on ev'ry page
4267,1257,Country,Hank Williams,"Hey, Good Looki","Say Hey, Good Lookin', whatcha got cookin'"
4268,1258,Country,Hank Williams,"Hey, Good Looki",How's about cookin' somethin' up with me.
4269,1260,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,"Well, you thought I'd be waitin' up"
4270,1261,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,When you came home last night
4271,1262,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,You'd been out with all the boys
4272,1263,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,And you ended up half tight.
4273,1265,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,But liquor and love that just don't mix
4274,1266,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,Leave a bottle or me behind
4275,1267,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,And don't come home a drinkin'
4276,1268,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,With lovin' on your mind.
4277,1270,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,"No, don't come home a drinkin'"
4278,1271,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,With lovin' on your mind
4279,1272,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,Just stay out there on the town
4280,1273,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,And see what you can find.
4281,1275,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,'Cause if you want that kind of love
